Total_Molecules: 55
Total_Reactions: 444
Sorting by     : TP Descending
************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 6.69e+12

  P36	CO2			= CO	+ O		3.766682e+12
  R458	O(1D)	+ N2		= O	+ N2		1.678470e+12
  R454	O(1D)	+ CO2		= CO2	+ O		6.455851e+11
  P3	O3			= O2	+ O		2.750081e+11
  P1	O2			= O	+ O		9.277282e+10 (x2)
  P2	O2			= O	+ O(1D)		9.031445e+10
  P35	CO			= C	+ O		2.314287e+10
  R6	C	+ O2		= CO	+ O		2.307165e+10
  P5	HO2			= O	+ OH		4.055668e+09
  R181	H	+ HO2		= O	+ H2O		8.909612e+08
  R464	O(1D)	+ O2		= O	+ O2		2.727047e+08
  R526	OH	+ OH		= H2O	+ O		5.306181e+04
  R466	O(1D)	+ O3		= O2	+ O	+ O	4.412810e+04 (x2)
  T1	O3			= O2	+ O		5.528331e+00
  R478	OH	+ C2H		= C2H2	+ O		9.973819e-08
  R536	S	+ O2		= SO	+ O		0.000000e+00
  R544	SO	+ O2		= SO2	+ O		0.000000e+00
  R562	SO21	+ O2		= O	+ SO3		0.000000e+00
  T41	SO3			= SO2	+ O		0.000000e+00
  T44	HSO2			= O	+ HSO		0.000000e+00
  P30	SO3			= SO2	+ O		0.000000e+00
  P46	SO2			= SO	+ O		0.000000e+00
  P49	HSO			= HS	+ O		0.000000e+00
  P51	SO			= S	+ O		0.000000e+00

O				LOSS RXS		INT RX RATE	TL = 6.69e+12

  M35	O	+ O2		= O3			3.089068e+12
  R441	O	+ HO2		= OH	+ O2		2.643809e+12
  M31	O	+ CO		= CO2			3.720097e+11
  R445	O	+ OH		= O2	+ H		2.067915e+11
  M34	O	+ O		= O2			1.844317e+11 (x2)
  M16	H	+ O		= OH			1.024078e+10
  R433	O	+ H2		= H	+ OH		5.971457e+08
  R426	O	+ CHO		= CO	+ OH		4.410343e+08
  R427	O	+ CHO		= CO2	+ H		4.410343e+08
  R444	O	+ O3		= O2	+ O2		2.361946e+08
  R413	O	+ CH2O		= CHO	+ OH		1.764219e+08
  R415	O	+ CH3		= CH2O	+ H		1.336010e+08
  R434	O	+ H2O2		= OH	+ HO2		7.542920e+07
  R416	O	+ CH3		= CO	+ H2	+ H	5.458554e+07
  R411	O	+ CH2		= CO	+ H	+ H	5.008055e+07
  R412	O	+ CH2		= CO	+ H2		3.046567e+07
  R408	O	+ CH		= CO	+ H		1.596619e+07
  R409	O	+ CH2		= CH	+ OH		3.004833e+06
  R423	O	+ CH4		= CH3	+ OH		1.382045e+06
  R419	O	+ CH3O		= CH2O	+ OH		2.359547e+05
  R401	O	+ C2H4O		= C2H3O	+ OH		1.048602e+05
  R420	O	+ CH3O		= CH3	+ O2		8.426954e+04
  R402	O	+ C2H5		= C2H5O			7.426862e+04
  R403	O	+ C2H5		= C2H4O	+ H		5.131169e+04
  R414	O	+ CH3		= CH3O			3.682738e+04
  R406	O	+ C2H6		= C2H5	+ OH		3.017093e+04
  R398	O	+ C2H4		= CH3	+ CHO		1.440829e+04
  R405	O	+ C2H5		= CH2O	+ CH3		1.030092e+04
  R400	O	+ C2H4		= CH2O	+ CH2		8.385151e+03
  R404	O	+ C2H5		= C2H4	+ OH		7.426862e+03
  R396	O	+ C2H4		= C2H3O	+ H		6.282936e+03
  R424	O	+ CH4O		= CH3O	+ OH		4.653729e+03
  R391	O	+ C2H2		= CO	+ CH2		1.372563e+03
  R399	O	+ C2H4		= C2H2O	+ H2		8.975622e+02
  R422	O	+ CH3O2		= CH3O	+ O2		2.231593e+01
  R407	O	+ CH		= OH	+ C		7.562285e+00
  R390	O	+ C2H2		= H	+ C2HO		3.704762e+00
  R389	O	+ C2H		= CO	+ CH		1.004170e+00
  R397	O	+ C2H4		= C2H3	+ OH		8.149940e-01
  R393	O	+ C2H3		= C2H3O			4.043184e-01
