Total_Molecules: 55
Total_Reactions: 444
Sorting by     : TP Descending
************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 3.47e+12

  P36	CO2			= CO	+ O		2.137495e+12
  R118	CHO	+ O2		= CO	+ HO2		9.591569e+11
  P37	CO2			= CO	+ O(1D)		2.606291e+11
  R6	C	+ O2		= CO	+ O		1.100219e+11
  R426	O	+ CHO		= CO	+ OH		4.018351e+09
  R162	H	+ CHO		= CO	+ H2		1.745245e+08
  R411	O	+ CH2		= CO	+ H	+ H	7.752006e+07
  R416	O	+ CH3		= CO	+ H2	+ H	6.113462e+07
  R412	O	+ CH2		= CO	+ H2		4.715803e+07
  R408	O	+ CH		= CO	+ H		1.890440e+07
  P21	CH2O			= CO	+ H2		1.607572e+07
  T46	CHO			= CO	+ H		3.965141e+05
  T32	C2H3O			= CO	+ CH3		3.260622e+05
  R561	CHO	+ CHO		= CH2O	+ CO		2.788400e+04
  R123	CO2	+ CH2		= CH2O	+ CO		1.152447e+04
  R504	OH	+ CHO		= CO	+ H2O		6.208077e+03
  R71	CH3	+ CHO		= CH4	+ CO		2.305669e+02
  R200	H2	+ C2HO		= CH3	+ CO		1.661479e+02
  R130	H	+ C2H2O		= CO	+ CH3		1.550162e+02
  P29	CH2O2			= H2O	+ CO		8.721292e+00
  R483	OH	+ C2H2O		= CO	+ CH3O		7.482073e+00
  R113	CHO	+ CH3O		= CH4O	+ CO		1.063231e+00
  P23	C2H4O			= CO	+ CH4		8.150209e-01
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	8.200478e-02
  R391	O	+ C2H2		= CO	+ CH2		6.819024e-02
  R110	CHO	+ C2H3O		= C2H4O	+ CO		2.730906e-02
  R35	CH2	+ C2H2O		= C2H4	+ CO		1.523167e-02
  R112	CHO	+ C2H5		= C2H6	+ CO		1.208635e-04
  R60	CH3	+ C2H3O		= C2H6	+ CO		6.931085e-05
  R389	O	+ C2H		= CO	+ CH		5.707320e-05
  R50	CH2	+ CHO		= CO	+ CH3		2.902686e-05
  R165	H	+ CO2		= CO	+ OH		6.008989e-06
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	5.511393e-06
  R109	CHO	+ C2H3		= C2H4	+ CO		3.717722e-10
  R482	OH	+ C2H2		= CO	+ CH3		3.710119e-12
  R421	O3	+ C2H2		= CO	+ CH2O2		3.651321e-12
  R108	CHO	+ C2H		= C2H2	+ CO		2.127697e-13
  T16	CH2O2			= CO	+ H2O		3.375119e-14
  R477	OH	+ C2H		= CO	+ CH2		2.076385e-14
  T48	CHO2			= CO	+ OH		1.857877e-15
  T14	CH2O			= CO	+ H2		3.994216e-30
  T30	C2H2O			= CO	+ CH2		2.061088e-30
  T29	C2HO			= CO	+ CH		1.661768e-47
  T35	C2H4O			= CH4	+ CO		5.723042e-48
  R8	C	+ SO2		= CO	+ SO		0.000000e+00
  R267	HS	+ CHO		= H2S	+ CO		0.000000e+00
  R543	SO	+ CHO		= HSO	+ CO		0.000000e+00
  R569	S	+ CHO		= HS	+ CO		0.000000e+00
  R572	S	+ CO2		= SO	+ CO		0.000000e+00

CO				LOSS RXS		INT RX RATE	TL = 3.45e+12

  R511	OH	+ CO		= CO2	+ H		1.423473e+12
  M12	H	+ CO		= CHO			9.671745e+11
  M31	O	+ CO		= CO2			9.497194e+11
  P35	CO			= C	+ O		1.101373e+11
  M6	CO	+ CH3		= C2H3O			3.331093e+05
  M5	CO	+ CH		= C2HO			3.046043e+02
  R122	CO	+ CH3		= C2H2	+ OH		1.868487e-35
  R121	CO	+ C2H4		= C2H3	+ CHO		3.180448e-57
  R120	CO	+ C2H2		= C2H	+ CHO		8.274554e-71

************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 3.35e+12

  P36	CO2			= CO	+ O		2.137495e+12
  R458	O(1D)	+ N2		= O	+ N2		6.028518e+11
  R454	O(1D)	+ CO2		= CO2	+ O		1.682187e+11
  P35	CO			= C	+ O		1.101373e+11
  R6	C	+ O2		= CO	+ O		1.100219e+11
  P3	O3			= O2	+ O		6.129989e+10
  P1	O2			= O	+ O		5.860286e+10 (x2)
  P2	O2			= O	+ O(1D)		3.758183e+10
  P5	HO2			= O	+ OH		4.004372e+09
  R464	O(1D)	+ O2		= O	+ O2		2.097110e+08
  R181	H	+ HO2		= O	+ H2O		2.050013e+08
  R466	O(1D)	+ O3		= O2	+ O	+ O	9.869247e+03 (x2)
  T1	O3			= O2	+ O		4.335485e+02
  R526	OH	+ OH		= H2O	+ O		1.430158e+02
  R478	OH	+ C2H		= C2H2	+ O		2.076385e-14
  R536	S	+ O2		= SO	+ O		0.000000e+00
  R544	SO	+ O2		= SO2	+ O		0.000000e+00
  R562	SO21	+ O2		= O	+ SO3		0.000000e+00
  T41	SO3			= SO2	+ O		0.000000e+00
  T44	HSO2			= O	+ HSO		0.000000e+00
  P30	SO3			= SO2	+ O		0.000000e+00
  P46	SO2			= SO	+ O		0.000000e+00
  P49	HSO			= HS	+ O		0.000000e+00
  P51	SO			= S	+ O		0.000000e+00

O				LOSS RXS		INT RX RATE	TL = 3.35e+12

  R441	O	+ HO2		= OH	+ O2		1.012975e+12
  M31	O	+ CO		= CO2			9.497194e+11
  M35	O	+ O2		= O3			7.659041e+11
  M34	O	+ O		= O2			2.722403e+11 (x2)
  R445	O	+ OH		= O2	+ H		6.203155e+10
  M16	H	+ O		= OH			5.044449e+09
  R426	O	+ CHO		= CO	+ OH		4.018351e+09
  R427	O	+ CHO		= CO2	+ H		4.018351e+09
  R433	O	+ H2		= H	+ OH		2.743782e+08
  R444	O	+ O3		= O2	+ O2		2.190321e+08
  R413	O	+ CH2O		= CHO	+ OH		1.720797e+08
  R415	O	+ CH3		= CH2O	+ H		1.496302e+08
  R411	O	+ CH2		= CO	+ H	+ H	7.752006e+07
  R416	O	+ CH3		= CO	+ H2	+ H	6.113462e+07
  R412	O	+ CH2		= CO	+ H2		4.715803e+07
  R408	O	+ CH		= CO	+ H		1.890440e+07
  R434	O	+ H2O2		= OH	+ HO2		1.201327e+07
  R409	O	+ CH2		= CH	+ OH		4.651203e+06
  R423	O	+ CH4		= CH3	+ OH		2.166004e+06
  R419	O	+ CH3O		= CH2O	+ OH		5.809039e+05
  R420	O	+ CH3O		= CH3	+ O2		2.074657e+05
  R414	O	+ CH3		= CH3O			4.124588e+04
  R424	O	+ CH4O		= CH3O	+ OH		2.887242e+03
  R398	O	+ C2H4		= CH3	+ CHO		5.113483e+02
  R400	O	+ C2H4		= CH2O	+ CH2		2.967584e+02
  R396	O	+ C2H4		= C2H3O	+ H		2.231174e+02
  R399	O	+ C2H4		= C2H2O	+ H2		3.187392e+01
  R401	O	+ C2H4O		= C2H3O	+ OH		3.122946e+01
  R422	O	+ CH3O2		= CH3O	+ O2		9.865894e+00
  R407	O	+ CH		= OH	+ C		8.953946e+00
  R406	O	+ C2H6		= C2H5	+ OH		1.113076e+00
  R402	O	+ C2H5		= C2H5O			6.925411e-01
  R403	O	+ C2H5		= C2H4O	+ H		4.779786e-01
  R405	O	+ C2H5		= CH2O	+ CH3		9.595509e-02
  R404	O	+ C2H5		= C2H4	+ OH		6.925411e-02
  R391	O	+ C2H2		= CO	+ CH2		6.819024e-02
  R397	O	+ C2H4		= C2H3	+ OH		2.762182e-02
  R393	O	+ C2H3		= C2H3O			1.060946e-02
  R394	O	+ C2H3		= C2H2	+ OH		1.060946e-02
  R395	O	+ C2H3		= C2H2O	+ H		1.004904e-02
  R425	O	+ CH4O2		= CH3O2	+ OH		4.074784e-03
  R390	O	+ C2H2		= H	+ C2HO		1.840596e-04
  R389	O	+ C2H		= CO	+ CH		5.707320e-05
  R428	O	+ CHO2		= CO2	+ OH		2.415420e-06
  R231	H2S	+ O		= OH	+ HS		0.000000e+00
  R266	HS	+ O		= H	+ SO		0.000000e+00
  R274	HSO3	+ O		= OH	+ SO3		0.000000e+00
  R446	O	+ S2		= S	+ SO		0.000000e+00
  R553	SO2	+ O		= SO	+ O2		0.000000e+00
  R555	SO3	+ O		= SO2	+ O2		0.000000e+00
  R578	HSO	+ O		= OH	+ SO		0.000000e+00
